Datetime,CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),RH,AH,C6H6(GT)
2004-04-12 01:00:00,0.6,799.0,514.0,42.0,1615.0,59.0,1036.0,332.0,34.0,0.5442,1.1
2004-04-12 02:00:00,0.7,856.0,581.0,36.0,1448.0,54.0,1111.0,346.0,34.0,0.5605,2.0
2004-04-12 03:00:00,0.6,830.0,560.0,,1452.0,,1066.0,350.0,32.8,0.5364,1.7
2004-04-12 04:00:00,0.3,753.0,462.0,16.0,1822.0,25.0,955.0,274.0,30.9,0.4868,0.7
2004-04-12 05:00:00,0.3,785.0,448.0,16.0,1923.0,26.0,1003.0,263.0,37.9,0.5852,0.5
2004-04-12 06:00:00,0.4,835.0,472.0,33.0,1756.0,49.0,1117.0,314.0,43.6,0.6871,0.7
2004-04-12 07:00:00,0.5,865.0,494.0,39.0,1613.0,53.0,1185.0,367.0,50.1,0.7706,0.9
2004-04-12 08:00:00,0.6,922.0,541.0,45.0,1453.0,57.0,1246.0,432.0,53.6,0.8169,1.5
2004-04-12 09:00:00,0.8,975.0,598.0,63.0,1268.0,73.0,1293.0,536.0,56.0,0.8576,2.2
2004-04-12 10:00:00,1.0,1040.0,646.0,71.0,1210.0,78.0,1325.0,555.0,59.6,0.886,2.9
2004-04-12 11:00:00,1.3,1115.0,707.0,104.0,1105.0,93.0,1384.0,677.0,62.7,0.9173,3.9
2004-04-12 12:00:00,1.1,1004.0,641.0,85.0,1201.0,71.0,1305.0,557.0,60.5,0.8505,2.8
2004-04-12 13:00:00,0.6,895.0,536.0,53.0,1415.0,56.0,1229.0,421.0,64.4,0.8537,1.4
2004-04-12 14:00:00,0.7,917.0,563.0,58.0,1415.0,60.0,1257.0,423.0,67.6,0.8703,1.7
2004-04-12 15:00:00,1.2,1025.0,689.0,89.0,1189.0,77.0,1325.0,519.0,61.2,0.8236,3.6
2004-04-12 16:00:00,1.4,1035.0,660.0,96.0,1222.0,82.0,1301.0,533.0,70.5,0.8581,3.1
2004-04-12 17:00:00,1.2,1025.0,682.0,88.0,1197.0,77.0,1313.0,537.0,65.2,0.8151,3.5
2004-04-12 18:00:00,1.3,1040.0,705.0,100.0,1149.0,91.0,1324.0,612.0,58.9,0.7714,3.9
2004-04-12 19:00:00,1.8,1070.0,776.0,127.0,1065.0,93.0,1369.0,697.0,59.5,0.7595,5.2
2004-04-12 20:00:00,1.2,964.0,692.0,88.0,1176.0,82.0,1292.0,573.0,57.7,0.7362,3.7
2004-04-12 21:00:00,0.8,904.0,635.0,66.0,1269.0,74.0,1233.0,489.0,56.1,0.7149,2.7
2004-04-12 22:00:00,0.8,913.0,626.0,61.0,1271.0,68.0,1234.0,474.0,58.0,0.7239,2.6
2004-04-12 23:00:00,0.8,914.0,610.0,54.0,1322.0,65.0,1230.0,455.0,58.4,0.7352,2.4
2004-04-13 00:00:00,0.7,893.0,587.0,46.0,1368.0,58.0,1219.0,433.0,58.2,0.7459,2.0
2004-04-13 01:00:00,0.5,844.0,532.0,25.0,1499.0,36.0,1176.0,376.0,59.9,0.7624,1.3
2004-04-13 02:00:00,0.3,837.0,518.0,18.0,1581.0,29.0,1182.0,360.0,60.8,0.7704,1.2
2004-04-13 03:00:00,0.4,868.0,530.0,,1482.0,,1215.0,384.0,63.1,0.8068,1.3
2004-04-13 04:00:00,0.3,825.0,489.0,21.0,1565.0,28.0,1171.0,363.0,60.1,0.7925,0.9
2004-04-13 05:00:00,0.7,956.0,656.0,76.0,1251.0,68.0,1356.0,525.0,68.4,0.8443,3.1
2004-04-13 06:00:00,1.6,1124.0,853.0,149.0,960.0,99.0,1531.0,873.0,68.7,0.8456,6.9
2004-04-13 07:00:00,3.9,1496.0,1272.0,328.0,667.0,130.0,2011.0,1399.0,64.2,0.8398,19.1
2004-04-13 08:00:00,4.5,1452.0,1354.0,282.0,620.0,128.0,2057.0,1501.0,58.1,0.8138,22.1
2004-04-13 09:00:00,2.7,1172.0,1042.0,206.0,797.0,120.0,1641.0,1186.0,52.0,0.7643,11.8
2004-04-13 10:00:00,1.6,1020.0,871.0,133.0,956.0,93.0,1426.0,911.0,50.8,0.7387,7.3
2004-04-13 11:00:00,1.6,1044.0,900.0,137.0,934.0,96.0,1471.0,919.0,47.4,0.7435,8.0
2004-04-13 12:00:00,1.6,1020.0,866.0,116.0,972.0,84.0,1429.0,791.0,42.7,0.7294,7.2
2004-04-13 13:00:00,1.5,1009.0,885.0,112.0,994.0,87.0,1439.0,751.0,38.1,0.7006,7.7
2004-04-13 14:00:00,1.8,1073.0,966.0,128.0,935.0,87.0,1537.0,805.0,36.7,0.6867,9.7
2004-04-13 15:00:00,2.1,1098.0,971.0,145.0,877.0,103.0,1527.0,966.0,40.5,0.7241,9.8
2004-04-13 16:00:00,1.7,1061.0,887.0,110.0,920.0,88.0,1462.0,869.0,41.8,0.7712,7.7
2004-04-13 17:00:00,3.0,1289.0,1158.0,184.0,755.0,118.0,1791.0,1196.0,42.8,0.7783,15.3
2004-04-13 18:00:00,4.6,1442.0,1337.0,243.0,630.0,134.0,2004.0,1523.0,46.8,0.8074,21.5
2004-04-13 19:00:00,5.0,1479.0,1343.0,259.0,631.0,144.0,1995.0,1579.0,47.0,0.7815,21.7
2004-04-13 20:00:00,3.5,1266.0,1138.0,205.0,726.0,129.0,1747.0,1370.0,49.6,0.7931,14.6
2004-04-13 21:00:00,2.1,1149.0,952.0,144.0,845.0,108.0,1577.0,1204.0,54.1,0.8351,9.3
2004-04-13 22:00:00,2.1,1168.0,954.0,152.0,843.0,104.0,1586.0,1201.0,59.2,0.8461,9.4
2004-04-13 23:00:00,1.5,1079.0,847.0,108.0,925.0,90.0,1463.0,1122.0,62.2,0.851,6.8
2004-04-14 00:00:00,1.1,1047.0,760.0,64.0,1032.0,74.0,1379.0,1003.0,61.4,0.8303,4.9
2004-04-14 01:00:00,0.9,936.0,705.0,73.0,1086.0,73.0,1364.0,918.0,64.6,0.8395,3.9
2004-04-14 02:00:00,0.7,900.0,635.0,47.0,1207.0,60.0,1307.0,836.0,63.2,0.8331,2.7
2004-04-14 03:00:00,0.4,839.0,576.0,,1325.0,,1285.0,759.0,64.4,0.8284,1.9
2004-04-14 04:00:00,,840.0,563.0,45.0,1349.0,57.0,1275.0,755.0,63.8,0.8174,1.7
2004-04-14 05:00:00,0.9,905.0,670.0,79.0,1191.0,62.0,1346.0,820.0,65.8,0.8196,3.3
2004-04-14 06:00:00,1.6,1079.0,875.0,113.0,947.0,71.0,1535.0,998.0,65.6,0.8225,7.4
2004-04-14 07:00:00,3.9,1417.0,1246.0,263.0,669.0,94.0,1921.0,1403.0,64.0,0.8307,18.2
2004-04-14 08:00:00,5.0,1529.0,1497.0,275.0,569.0,99.0,2278.0,1641.0,55.6,0.8453,27.7
2004-04-14 09:00:00,4.3,1397.0,1248.0,263.0,659.0,119.0,1906.0,1534.0,46.8,0.8328,18.3
2004-04-14 10:00:00,2.7,1214.0,1061.0,183.0,780.0,103.0,1662.0,1257.0,34.4,0.7738,12.3
2004-04-14 11:00:00,2.1,1109.0,935.0,147.0,882.0,95.0,1518.0,1026.0,30.2,0.745,8.9
2004-04-14 12:00:00,2.1,1122.0,993.0,132.0,859.0,95.0,1571.0,993.0,34.2,0.7185,10.4
2004-04-14 13:00:00,,1094.0,966.0,,877.0,,1519.0,919.0,30.6,0.7538,9.7
2004-04-14 14:00:00,,1164.0,1076.0,,788.0,,1653.0,1032.0,28.7,0.7231,12.8
2004-04-14 15:00:00,,1188.0,1082.0,,790.0,,1653.0,1077.0,27.3,0.6856,12.9
2004-04-14 16:00:00,,1098.0,934.0,,895.0,,1497.0,883.0,30.4,0.7193,8.9
2004-04-14 17:00:00,,1180.0,1014.0,,826.0,,1595.0,1036.0,34.8,0.7436,11.0
2004-04-14 18:00:00,,1195.0,1072.0,,799.0,,1609.0,1144.0,34.7,0.7369,12.6
2004-04-14 19:00:00,,1234.0,1095.0,,789.0,,1638.0,1212.0,35.8,0.7276,13.3
2004-04-14 20:00:00,,1425.0,1242.0,,675.0,,1858.0,1486.0,42.1,0.7856,18.1
2004-04-14 21:00:00,,1320.0,1085.0,,730.0,,1689.0,1440.0,49.7,0.8321,13.0
2004-04-14 22:00:00,,1158.0,892.0,,870.0,,1494.0,1242.0,54.3,0.8291,7.8
2004-04-14 23:00:00,,1060.0,805.0,,964.0,,1418.0,1089.0,54.2,0.8319,5.8
2004-04-15 00:00:00,,1036.0,746.0,,1034.0,,1364.0,993.0,57.6,0.8223,4.7
2004-04-15 01:00:00,,943.0,660.0,,1163.0,,1297.0,862.0,58.8,0.7996,3.1
2004-04-15 02:00:00,,899.0,591.0,,1243.0,,1259.0,815.0,62.3,0.7988,2.1
2004-04-15 03:00:00,,889.0,559.0,,1331.0,,1241.0,714.0,63.2,0.7865,1.7
2004-04-15 04:00:00,,847.0,527.0,,1416.0,,1216.0,682.0,61.3,0.7761,1.3
2004-04-15 05:00:00,,918.0,625.0,,1255.0,,1298.0,744.0,65.8,0.7722,2.6
2004-04-15 06:00:00,,1105.0,897.0,,906.0,,1510.0,1050.0,67.4,0.7814,7.9
2004-04-15 07:00:00,,1491.0,1335.0,,625.0,,2001.0,1522.0,62.9,0.7831,21.4
2004-04-15 08:00:00,,1508.0,1355.0,,609.0,,2034.0,1623.0,58.7,0.7999,22.1
2004-04-15 09:00:00,3.9,1489.0,1270.0,309.0,633.0,114.0,1889.0,1638.0,53.4,0.8196,19.1
2004-04-15 10:00:00,3.8,1451.0,1219.0,327.0,661.0,127.0,1804.0,1633.0,49.3,0.8364,17.3
2004-04-15 11:00:00,3.8,1454.0,1225.0,299.0,661.0,135.0,1809.0,1654.0,42.1,0.812,17.5
2004-04-15 12:00:00,3.9,1392.0,1210.0,257.0,689.0,135.0,1792.0,1559.0,36.9,0.7758,17.0
2004-04-15 13:00:00,3.5,1351.0,1210.0,195.0,709.0,120.0,1783.0,1374.0,35.4,0.7824,17.0
2004-04-15 14:00:00,4.0,1418.0,1282.0,231.0,681.0,129.0,1890.0,1418.0,35.7,0.7826,19.5
2004-04-15 15:00:00,3.0,1303.0,1143.0,170.0,748.0,114.0,1734.0,1228.0,30.4,0.7677,14.8
2004-04-15 16:00:00,3.1,1292.0,1116.0,192.0,746.0,129.0,1676.0,1293.0,34.6,0.7807,14.0
2004-04-15 17:00:00,5.2,1560.0,1413.0,251.0,594.0,149.0,2046.0,1642.0,35.5,0.8017,24.4
2004-04-15 18:00:00,5.9,1765.0,1507.0,289.0,533.0,149.0,2271.0,1895.0,44.1,0.9183,28.1
2004-04-15 19:00:00,7.3,1875.0,1637.0,351.0,482.0,158.0,2446.0,2086.0,47.8,0.9392,33.7
2004-04-15 20:00:00,6.1,1746.0,1409.0,319.0,553.0,148.0,2119.0,1898.0,49.8,0.9446,24.2
2004-04-15 21:00:00,4.6,1607.0,1290.0,264.0,587.0,134.0,1960.0,1758.0,53.2,0.9723,19.8
2004-04-15 22:00:00,2.5,1277.0,952.0,144.0,802.0,111.0,1607.0,1284.0,59.1,0.9928,9.3
2004-04-15 23:00:00,2.2,1207.0,868.0,119.0,877.0,106.0,1532.0,1075.0,64.0,1.013,7.3
2004-04-16 00:00:00,2.0,1209.0,863.0,120.0,882.0,108.0,1547.0,1084.0,66.8,1.041,7.1
2004-04-16 01:00:00,1.9,1189.0,844.0,96.0,887.0,93.0,1566.0,1049.0,69.6,1.0688,6.7
2004-04-16 02:00:00,1.6,1132.0,810.0,77.0,899.0,83.0,1532.0,1021.0,71.9,1.0632,6.0
2004-04-16 03:00:00,1.0,974.0,635.0,,1159.0,,1387.0,778.0,68.5,1.0155,2.7
2004-04-16 04:00:00,1.0,1033.0,686.0,63.0,1030.0,69.0,1420.0,948.0,74.8,1.038,3.6
2004-04-16 05:00:00,1.2,1075.0,782.0,97.0,941.0,77.0,1505.0,988.0,76.4,1.0415,5.4
2004-04-16 06:00:00,2.0,1242.0,978.0,180.0,778.0,87.0,1686.0,1184.0,75.3,1.0325,10.0
2004-04-16 07:00:00,4.5,1657.0,1384.0,352.0,579.0,109.0,2176.0,1600.0,71.0,1.0428,23.2
2004-04-16 08:00:00,4.1,1406.0,1258.0,279.0,636.0,116.0,1890.0,1495.0,61.1,0.9595,18.7
2004-04-16 09:00:00,2.6,1150.0,973.0,186.0,827.0,105.0,1590.0,1188.0,51.4,0.8886,9.9
2004-04-16 10:00:00,2.3,1184.0,983.0,169.0,823.0,106.0,1604.0,1166.0,48.7,0.9146,10.2
2004-04-16 11:00:00,2.6,1223.0,1014.0,172.0,781.0,108.0,1666.0,1219.0,46.7,0.9324,11.0
2004-04-16 12:00:00,2.4,1196.0,997.0,127.0,802.0,100.0,1644.0,1128.0,42.7,0.9425,10.5
2004-04-16 13:00:00,4.3,1559.0,1267.0,230.0,653.0,149.0,2047.0,1373.0,62.5,1.1092,18.9
2004-04-16 14:00:00,4.6,1544.0,1266.0,280.0,613.0,148.0,2066.0,1415.0,75.7,1.2425,18.9
2004-04-16 15:00:00,4.0,1485.0,1223.0,242.0,650.0,126.0,1980.0,1302.0,77.4,1.2654,17.5
2004-04-16 16:00:00,4.7,1498.0,1230.0,250.0,649.0,140.0,1963.0,1308.0,74.9,1.2391,17.7
2004-04-16 17:00:00,5.7,1593.0,1378.0,309.0,582.0,142.0,2159.0,1449.0,76.0,1.2573,23.0
2004-04-16 18:00:00,5.2,1529.0,1309.0,270.0,627.0,141.0,2083.0,1385.0,76.3,1.2166,20.4
2004-04-16 19:00:00,6.4,1689.0,1474.0,323.0,560.0,149.0,2298.0,1492.0,78.0,1.2303,26.8
2004-04-16 20:00:00,6.0,1535.0,1295.0,307.0,627.0,140.0,2039.0,1380.0,78.0,1.2229,19.9
2004-04-16 21:00:00,3.4,1304.0,1067.0,224.0,737.0,117.0,1811.0,1167.0,79.4,1.2224,12.5
2004-04-16 22:00:00,2.7,1235.0,963.0,166.0,803.0,103.0,1680.0,1095.0,80.1,1.2016,9.6
2004-04-16 23:00:00,3.1,1281.0,977.0,171.0,794.0,99.0,1695.0,1105.0,81.0,1.1915,10.0
2004-04-17 00:00:00,2.6,1167.0,904.0,169.0,846.0,100.0,1627.0,1051.0,80.6,1.1819,8.1
2004-04-17 01:00:00,2.2,1134.0,863.0,120.0,869.0,88.0,1599.0,1009.0,81.8,1.1838,7.1
2004-04-17 02:00:00,1.9,1100.0,829.0,103.0,887.0,83.0,1565.0,972.0,81.2,1.1849,6.4
2004-04-17 03:00:00,,1057.0,768.0,,958.0,,1527.0,884.0,82.4,1.1848,5.1
2004-04-17 04:00:00,,902.0,652.0,,1158.0,,1437.0,661.0,79.9,1.1619,3.0
2004-04-17 05:00:00,,982.0,724.0,,1055.0,,1508.0,774.0,80.0,1.1761,4.2
2004-04-17 06:00:00,,997.0,769.0,,1002.0,,1524.0,868.0,79.9,1.1596,5.1
2004-04-17 07:00:00,,1141.0,902.0,,905.0,,1672.0,965.0,79.6,1.1538,8.1
2004-04-17 08:00:00,,1163.0,930.0,,849.0,,1691.0,985.0,80.8,1.1863,8.8
2004-04-17 09:00:00,,1107.0,864.0,,911.0,,1604.0,963.0,78.1,1.1997,7.2
2004-04-17 10:00:00,,1228.0,949.0,,838.0,,1706.0,1069.0,74.9,1.2348,9.2
2004-04-17 11:00:00,,1033.0,810.0,,969.0,,1526.0,864.0,61.0,1.1599,6.0
2004-04-17 12:00:00,,984.0,763.0,,1054.0,,1472.0,641.0,50.1,1.0769,5.0
2004-04-17 13:00:00,,1066.0,879.0,,939.0,,1536.0,740.0,47.1,1.0445,7.5
2004-04-17 14:00:00,,926.0,707.0,,1130.0,,1429.0,532.0,46.6,1.0298,3.9
2004-04-17 15:00:00,,979.0,764.0,,1054.0,,1462.0,572.0,44.4,1.0081,5.0
2004-04-17 16:00:00,,993.0,783.0,,1033.0,,1482.0,630.0,45.7,1.0161,5.4
2004-04-17 17:00:00,,970.0,763.0,,1043.0,,1462.0,608.0,49.9,1.0135,5.0
2004-04-17 18:00:00,,997.0,788.0,,1014.0,,1482.0,644.0,53.2,1.0179,5.5
2004-04-17 19:00:00,,1097.0,892.0,,909.0,,1594.0,833.0,56.0,1.0151,7.8
2004-04-17 20:00:00,,1105.0,908.0,,900.0,,1566.0,923.0,52.8,0.986,8.2
2004-04-17 21:00:00,,993.0,777.0,,1022.0,,1482.0,790.0,51.1,0.9743,5.3
2004-04-17 22:00:00,,1136.0,896.0,,919.0,,1623.0,961.0,50.8,0.9751,7.9
2004-04-17 23:00:00,,1297.0,1003.0,,798.0,,1700.0,1177.0,54.8,1.0455,10.7
2004-04-18 00:00:00,,1110.0,855.0,,897.0,,1568.0,943.0,57.2,1.0492,6.9
2004-04-18 01:00:00,,1027.0,827.0,,942.0,,1529.0,742.0,56.2,1.0164,6.3
2004-04-18 02:00:00,,1024.0,795.0,,982.0,,1501.0,705.0,60.2,1.0617,5.6
2004-04-18 03:00:00,,992.0,783.0,,988.0,,1527.0,663.0,68.2,1.1282,5.4
2004-04-18 04:00:00,,929.0,664.0,,1144.0,,1449.0,536.0,69.6,1.1257,3.2
2004-04-18 05:00:00,,892.0,579.0,,1309.0,,1396.0,441.0,71.9,1.1312,1.9
2004-04-18 06:00:00,,895.0,609.0,,1268.0,,1410.0,477.0,72.7,1.1402,2.3
2004-04-18 07:00:00,,915.0,612.0,,1266.0,,1411.0,506.0,72.3,1.1632,2.4
2004-04-18 08:00:00,,947.0,649.0,,1154.0,,1459.0,608.0,72.9,1.195,2.9
2004-04-18 09:00:00,,1032.0,721.0,,1052.0,,1546.0,663.0,75.6,1.2201,4.2
2004-04-18 10:00:00,,1219.0,849.0,,901.0,,1664.0,912.0,77.2,1.2695,6.8
2004-04-18 11:00:00,,1217.0,869.0,,873.0,,1660.0,963.0,74.5,1.253,7.3
2004-04-18 12:00:00,,1097.0,779.0,,980.0,,1565.0,803.0,67.4,1.178,5.3
2004-04-18 13:00:00,,938.0,674.0,,1136.0,,1433.0,564.0,56.0,1.0544,3.4
2004-04-18 14:00:00,,944.0,677.0,,1140.0,,1436.0,501.0,55.5,1.0724,3.4
2004-04-18 15:00:00,,1139.0,847.0,,929.0,,1604.0,701.0,62.4,1.1423,6.8
2004-04-18 16:00:00,,1163.0,859.0,,921.0,,1603.0,783.0,58.9,1.1567,7.0
2004-04-18 17:00:00,,1157.0,885.0,,916.0,,1590.0,784.0,54.6,1.08,7.7
2004-04-18 18:00:00,,1154.0,919.0,,876.0,,1623.0,861.0,54.2,1.0722,8.5
2004-04-18 19:00:00,,1342.0,1102.0,,744.0,,1824.0,1156.0,55.1,1.0621,13.5
2004-04-18 20:00:00,,1178.0,949.0,,847.0,,1653.0,1047.0,57.8,1.0669,9.2
2004-04-18 21:00:00,,1152.0,926.0,,854.0,,1669.0,1034.0,60.4,1.0744,8.7
2004-04-18 22:00:00,,1078.0,841.0,,920.0,,1595.0,962.0,63.3,1.1071,6.6
2004-04-18 23:00:00,,1167.0,945.0,,826.0,,1702.0,1100.0,65.2,1.1045,9.1
2004-04-19 00:00:00,,1111.0,890.0,,871.0,,1658.0,1047.0,67.3,1.1054,7.8
2004-04-19 01:00:00,,988.0,722.0,,1029.0,,1500.0,874.0,70.1,1.1224,4.2
2004-04-19 02:00:00,,917.0,677.0,,1103.0,,1494.0,747.0,73.3,1.1518,3.4
2004-04-19 03:00:00,,850.0,562.0,,1275.0,,1407.0,589.0,78.3,1.1716,1.7
2004-04-19 04:00:00,,885.0,589.0,,1238.0,,1443.0,635.0,78.2,1.1664,2.1
2004-04-19 05:00:00,,888.0,597.0,,1242.0,,1428.0,671.0,70.1,1.1328,2.2
2004-04-19 06:00:00,,1101.0,852.0,,913.0,,1655.0,992.0,70.9,1.1306,6.9
2004-04-19 07:00:00,,1399.0,1195.0,,680.0,,1976.0,1308.0,64.2,1.1123,16.5
2004-04-19 08:00:00,,1325.0,1260.0,,652.0,,1969.0,1303.0,57.9,1.0826,18.7
2004-04-19 09:00:00,,1058.0,921.0,,876.0,,1594.0,893.0,48.0,1.0323,8.5
2004-04-19 10:00:00,,990.0,846.0,,947.0,,1503.0,715.0,43.3,0.9706,6.8
2004-04-19 11:00:00,,1018.0,879.0,,950.0,,1574.0,685.0,45.5,0.9606,7.5
2004-04-19 12:00:00,,1105.0,1010.0,,811.0,,1709.0,947.0,46.7,0.9569,10.9
2004-04-19 13:00:00,,1194.0,1097.0,,743.0,,1847.0,1049.0,58.2,1.0813,13.4
2004-04-19 14:00:00,,1088.0,893.0,,892.0,,1565.0,741.0,75.6,1.0662,7.9
2004-04-19 15:00:00,,1084.0,933.0,,872.0,,1602.0,801.0,75.6,0.9974,8.8
2004-04-19 16:00:00,,1207.0,1032.0,,797.0,,1701.0,969.0,79.0,1.0016,11.5
2004-04-19 17:00:00,,1186.0,1042.0,,808.0,,1684.0,1038.0,80.5,0.9853,11.8
2004-04-19 18:00:00,,1053.0,911.0,,916.0,,1528.0,889.0,70.5,0.9389,8.3
2004-04-19 19:00:00,,1032.0,895.0,,921.0,,1508.0,879.0,71.5,0.9197,7.9
2004-04-19 20:00:00,,989.0,846.0,,960.0,,1476.0,846.0,74.0,0.9009,6.7
2004-04-19 21:00:00,,930.0,745.0,,1085.0,,1391.0,712.0,68.2,0.8806,4.6
2004-04-19 22:00:00,,951.0,766.0,,1056.0,,1431.0,747.0,74.0,0.9176,5.0
2004-04-19 23:00:00,,985.0,780.0,,1017.0,,1444.0,791.0,77.5,0.9579,5.3
2004-04-20 00:00:00,,937.0,703.0,,1136.0,,1377.0,637.0,77.7,0.9497,3.9
2004-04-20 01:00:00,,887.0,648.0,,1222.0,,1357.0,553.0,80.2,0.9533,2.9
2004-04-20 02:00:00,,806.0,544.0,,1429.0,,1290.0,449.0,79.7,0.9489,1.5
2004-04-20 03:00:00,,771.0,483.0,,1587.0,,1277.0,485.0,78.9,0.9487,0.8
2004-04-20 04:00:00,,802.0,519.0,,1523.0,,1315.0,540.0,80.0,0.967,1.2
2004-04-20 05:00:00,,878.0,644.0,,1260.0,,1410.0,685.0,79.6,0.98,2.9
2004-04-20 06:00:00,,1070.0,883.0,,942.0,,1625.0,925.0,79.4,0.9927,7.6
2004-04-20 07:00:00,,1430.0,1316.0,,638.0,,2069.0,1382.0,77.4,1.0135,20.7
2004-04-20 08:00:00,,1565.0,1549.0,,540.0,,2396.0,1645.0,69.2,0.9906,29.9
2004-04-20 09:00:00,,1365.0,1299.0,,637.0,,1999.0,1514.0,60.4,0.9936,20.1
2004-04-20 10:00:00,,1348.0,1214.0,,678.0,,1874.0,1509.0,56.3,1.0185,17.1
2004-04-20 11:00:00,,1311.0,1279.0,,648.0,,1991.0,1520.0,51.1,1.0551,19.4
2004-04-20 12:00:00,,1302.0,1260.0,,658.0,,1970.0,1471.0,37.5,1.0389,18.7
2004-04-20 13:00:00,,1250.0,1173.0,,720.0,,1870.0,1282.0,39.6,1.0209,15.8
2004-04-20 14:00:00,,1083.0,988.0,,859.0,,1643.0,1004.0,37.2,0.9683,10.3
2004-04-20 15:00:00,,1005.0,894.0,,956.0,,1530.0,714.0,31.4,0.9132,7.9
2004-04-20 16:00:00,,1129.0,1107.0,,844.0,,1742.0,940.0,26.9,0.8845,13.7
2004-04-20 17:00:00,,1327.0,1289.0,,712.0,,1938.0,1272.0,29.9,0.9808,19.7
2004-04-20 18:00:00,,1428.0,1437.0,,599.0,,2156.0,1526.0,39.5,1.0679,25.3
2004-04-20 19:00:00,,1426.0,1400.0,,612.0,,2102.0,1488.0,45.0,1.0364,23.9
2004-04-20 20:00:00,,1310.0,1313.0,,663.0,,1958.0,1475.0,47.4,0.9657,20.6
2004-04-20 21:00:00,,1114.0,1059.0,,792.0,,1704.0,1182.0,50.4,0.9545,12.3
2004-04-20 22:00:00,,991.0,889.0,,932.0,,1550.0,933.0,52.0,0.9375,7.7
2004-04-20 23:00:00,,1089.0,940.0,,866.0,,1589.0,1001.0,59.1,0.952,9.0
2004-04-21 00:00:00,,911.0,740.0,,1071.0,,1412.0,756.0,56.7,0.9111,4.5
2004-04-21 01:00:00,,1005.0,802.0,,976.0,,1474.0,952.0,67.7,0.9625,5.8
2004-04-21 02:00:00,,863.0,664.0,,1172.0,,1381.0,808.0,61.7,0.9328,3.2
2004-04-21 03:00:00,,857.0,653.0,,1197.0,,1375.0,779.0,71.0,0.9249,3.0
2004-04-21 04:00:00,,804.0,585.0,,1301.0,,1319.0,717.0,67.6,0.9038,2.0
2004-04-21 05:00:00,,871.0,694.0,,1160.0,,1421.0,779.0,71.8,0.888,3.7
2004-04-21 06:00:00,,1035.0,929.0,,887.0,,1599.0,1009.0,70.9,0.8841,8.7
2004-04-21 07:00:00,,1513.0,1480.0,,572.0,,2249.0,1595.0,66.0,0.9085,27.0
2004-04-21 08:00:00,,1726.0,1776.0,,478.0,,2684.0,1940.0,58.2,0.9271,40.3
2004-04-21 09:00:00,,1396.0,1296.0,,619.0,,1991.0,1628.0,50.2,0.9646,20.0
2004-04-21 10:00:00,,1333.0,1212.0,,668.0,,1854.0,1573.0,36.9,0.9838,17.1
2004-04-21 11:00:00,,1161.0,1016.0,,849.0,,1642.0,1187.0,30.9,0.934,11.0
2004-04-21 12:00:00,,1081.0,1000.0,,900.0,,1561.0,900.0,26.7,0.8771,10.6
2004-04-21 13:00:00,,1075.0,998.0,,914.0,,1574.0,800.0,26.1,0.854,10.5
2004-04-21 14:00:00,,1055.0,964.0,,953.0,,1513.0,770.0,24.8,0.8393,9.6
2004-04-21 15:00:00,,1053.0,953.0,,988.0,,1483.0,758.0,22.2,0.7805,9.3
2004-04-21 16:00:00,,1087.0,1075.0,,944.0,,1558.0,886.0,20.5,0.7308,12.7
2004-04-21 17:00:00,,1304.0,1291.0,,765.0,,1838.0,1219.0,24.1,0.7912,19.8
2004-04-21 18:00:00,,1625.0,1608.0,,601.0,,2271.0,1725.0,28.9,0.9151,32.5
2004-04-21 19:00:00,,1649.0,1633.0,,584.0,,2328.0,1745.0,33.7,0.9786,33.6
2004-04-21 20:00:00,,1443.0,1455.0,,635.0,,2073.0,1600.0,36.0,0.9059,26.0
2004-04-21 21:00:00,,1209.0,1193.0,,753.0,,1737.0,1310.0,39.5,0.9016,16.4
2004-04-21 22:00:00,,1105.0,1000.0,,847.0,,1573.0,1208.0,42.1,0.9273,10.6
2004-04-21 23:00:00,,1020.0,863.0,,933.0,,1492.0,1074.0,45.8,0.9855,7.1
2004-04-22 00:00:00,,991.0,828.0,,973.0,,1469.0,993.0,50.8,0.9828,6.4
2004-04-22 01:00:00,,937.0,741.0,,1058.0,,1420.0,923.0,53.4,0.9775,4.6
2004-04-22 02:00:00,,882.0,654.0,,1141.0,,1377.0,819.0,53.5,0.9691,3.0
2004-04-22 03:00:00,,843.0,597.0,,1242.0,,1341.0,727.0,59.2,0.9601,2.2
2004-04-22 04:00:00,,819.0,565.0,,1295.0,,1316.0,694.0,62.6,0.9498,1.7
2004-04-22 05:00:00,,834.0,596.0,,1276.0,,1335.0,727.0,59.5,0.9097,2.2
2004-04-22 06:00:00,,977.0,800.0,,990.0,,1474.0,926.0,64.1,0.9062,5.7
2004-04-22 07:00:00,,1234.0,1109.0,,767.0,,1729.0,1194.0,57.2,0.9029,13.8
2004-04-22 08:00:00,,1403.0,1340.0,,623.0,,2003.0,1502.0,53.2,0.9107,21.6
2004-04-22 09:00:00,,1538.0,1458.0,,593.0,,2186.0,1743.0,41.6,0.9154,26.1
2004-04-22 10:00:00,,1343.0,1299.0,,694.0,,1945.0,1542.0,30.6,0.8854,20.1
2004-04-22 11:00:00,,1243.0,1162.0,,766.0,,1731.0,1354.0,26.8,0.8921,15.4
